"graphDescription","nbSolutions","singleSolution","nbSolutionClasses","singleSolutionClass"
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=64",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=65",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=66",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=67",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=68",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=69",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=70",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=71",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=72",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=73",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=74",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=75",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=76",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=77",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=78",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=79",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=80",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=81",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=82",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=83",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=84",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=85",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=86",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=87",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=88",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=89",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=90",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=91",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=92",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=93",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=94",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=95",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=96",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=97",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=98",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=99",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.05,prop.neg=0.774193548387097,network.no=100",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=1",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=2",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=3",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=4",12,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=5",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=6",3,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=7",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=8",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=9",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=10",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=11",3,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=12",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=13",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=14",4,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=15",6,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=16",3,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=17",4,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=18",3,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=19",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=20",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=21",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=22",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=23",6,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=24",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=25",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=26",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=27",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=28",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=29",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=30",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=31",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=32",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=33",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=34",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=35",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=36",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=37",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=38",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=39",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=40",5,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=41",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=42",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=43",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=44",4,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=45",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=46",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=47",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=48",3,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=49",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=50",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=51",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=52",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=53",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=54",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=55",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=56",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=57",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=58",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=59",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=60",3,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=61",9,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=62",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=63",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=64",4,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=65",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=66",3,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=67",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=68",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=69",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=70",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=71",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=72",24,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=73",3,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=74",3,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=75",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=76",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=77",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=78",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=79",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=80",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=81",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=82",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=83",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=84",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=85",3,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=86",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=87",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=88",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=89",6,0,2,0
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=90",4,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=91",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=92",3,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=93",3,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=94",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=95",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=96",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=97",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=98",6,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=99",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.1,prop.neg=0.774193548387097,network.no=100",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=1",10,0,2,0
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=2",24,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=3",48,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=4",3,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=5",5,0,2,0
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=6",32,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=7",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=8",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=9",18,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=10",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=11",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=12",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=13",30,0,2,0
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=14",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=15",4,0,2,0
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=16",5,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=17",4,0,2,0
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=18",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=19",4,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=20",18,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=21",60,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=22",9,0,2,0
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=23",28,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=24",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=25",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=26",6,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=27",11,0,2,0
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=28",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=29",24,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=30",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=31",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=32",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=33",649,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=34",6,0,2,0
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=35",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=36",12,0,2,0
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=37",8,0,2,0
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=38",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=39",11,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=40",24,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=41",3,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=42",11,0,2,0
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=43",5,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=44",18,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=45",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=46",4,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=47",12,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=48",4,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=49",4,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=50",3,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=51",12,0,4,0
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=52",107,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=53",18,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=54",3,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=55",5,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=56",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=57",36,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=58",31,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=59",32,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=60",131,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=61",17,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=62",64,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=63",3,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=64",3,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=65",27,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=66",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=67",40,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=68",4,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=69",11,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=70",27,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=71",4,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=72",25,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=73",12,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=74",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=75",9,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=76",9,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=77",12,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=78",49,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=79",3,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=80",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=81",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=82",3,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=83",6,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=84",6,0,2,0
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=85",5,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=86",8,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=87",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=88",18,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=89",31,0,2,0
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=90",3,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=91",18,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=92",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=93",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=94",28,0,2,0
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=95",6,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=96",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=97",32,0,1,1
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=98",4,0,2,0
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=99",25,0,10,0
"n=32,k=4,d=1,prop.mispl=0.15,prop.neg=0.774193548387097,network.no=100",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=1",48,0,1,1
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=2",67,0,2,0
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=3",4,0,1,1
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=4",39,0,1,1
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=5",9,0,1,1
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=6",29,0,1,1
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=7",7,0,2,0
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=8",12,0,1,1
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=9",38,0,2,0
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=10",4,0,2,0
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=11",39,0,1,1
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=12",101,0,2,0
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=13",1,1,1,1
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=14",6,0,1,1
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=15",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=16",2,0,1,1
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=17",3,0,1,1
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=18",3,0,1,1
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=19",13,0,1,1
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=20",9,0,2,0
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=21",2088,0,1,1
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=22",62,0,1,1
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=23",150,0,1,1
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=24",18,0,1,1
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=25",21,0,1,1
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=26",49,0,1,1
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=27",107,0,3,0
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=28",42,0,1,1
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=29",11,0,4,0
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=30",46,0,1,1
"n=32,k=4,d=1,prop.mispl=0.2,prop.neg=0.774193548387097,network.no=31",69,0,1,1
