"graphDescription","nbSolutions","singleSolution","nbSolutionClasses","singleSolutionClass"
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=16",42,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=17",6,0,2,0
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=18",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=19",13,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=20",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=21",8,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=22",35,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=23",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=24",38,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=25",35,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=26",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=27",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=28",77,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=29",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=30",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=31",4,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=32",27,0,2,0
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=33",14,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=34",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=35",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=36",6,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=37",10,0,2,0
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=38",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=39",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=40",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=41",16,0,6,0
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=42",6,0,2,0
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=43",8,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=44",9,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=45",4,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=46",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=47",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=48",5,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=49",16,0,2,0
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=50",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=51",104,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=52",6,0,3,0
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=53",14,0,2,0
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=54",10,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=55",13,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=56",12,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=57",21,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=58",33,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=59",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=60",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=61",7,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=62",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=63",97,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=64",79,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=65",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=66",7,0,2,0
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=67",44,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=68",222,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=69",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=70",7,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=71",17,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=72",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=73",8,0,2,0
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=74",8,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=75",20,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=76",5,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=77",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=78",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=79",5,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=80",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=81",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=82",6,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=83",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=84",39,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=85",12,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=86",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=87",17,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=88",41,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=89",8,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=90",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=91",7,0,3,0
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=92",35,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=93",40,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=94",28,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=95",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=96",13,0,2,0
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=97",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=98",20,0,3,0
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=99",11,0,1,1
"n=16,k=3,d=1,prop.mispl=0.35,prop.neg=0.708333333333333,network.no=100",112,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=1",22,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=2",10,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=3",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=4",7,0,2,0
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=5",89,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=6",17,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=7",7,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=8",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=9",40,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=10",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=11",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=12",16,0,2,0
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=13",7,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=14",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=15",20,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=16",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=17",97,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=18",40,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=19",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=20",10,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=21",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=22",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=23",7,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=24",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=25",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=26",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=27",105,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=28",14,0,4,0
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=29",53,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=30",19,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=31",29,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=32",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=33",8,0,2,0
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=34",24,0,4,0
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=35",6,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=36",71,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=37",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=38",18,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=39",9,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=40",20,0,2,0
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=41",6,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=42",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=43",4,0,2,0
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=44",39,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=45",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=46",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=47",8,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=48",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=49",15,0,5,0
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=50",4,0,2,0
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=51",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=52",12,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=53",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=54",12,0,2,0
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=55",5,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=56",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=57",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=58",9,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=59",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=60",21,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=61",8,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=62",14,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=63",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=64",16,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=65",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=66",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=67",22,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=68",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=69",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=70",36,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=71",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=72",10,0,3,0
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=73",34,0,2,0
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=74",5,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=75",5,0,2,0
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=76",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=77",4,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=78",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=79",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=80",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=81",17,0,2,0
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=82",8,0,2,0
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=83",9,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=84",13,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=85",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=86",32,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=87",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=88",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=89",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=90",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=91",9,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=92",7,0,2,0
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=93",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=94",8,0,2,0
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=95",13,0,2,0
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=96",5,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=97",20,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=98",16,0,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=99",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.4,prop.neg=0.708333333333333,network.no=100",89,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=1",41,0,2,0
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=2",9,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=3",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=4",190,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=5",16,0,2,0
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=6",6,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=7",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=8",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=9",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=10",11,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=11",10,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=12",11,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=13",9,0,2,0
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=14",7,0,2,0
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=15",60,0,2,0
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=16",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=17",7,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=18",27,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=19",4,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=20",18,0,4,0
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=21",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=22",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=23",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=24",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=25",18,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=26",24,0,2,0
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=27",32,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=28",24,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=29",42,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=30",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=31",38,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=32",13,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=33",48,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=34",10,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=35",17,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=36",7,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=37",64,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=38",18,0,2,0
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=39",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=40",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=41",9,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=42",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=43",31,0,3,0
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=44",12,0,2,0
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=45",5,0,2,0
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=46",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=47",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=48",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=49",47,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=50",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=51",13,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=52",31,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=53",7,0,2,0
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=54",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=55",73,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=56",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=57",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=58",9,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=59",9,0,2,0
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=60",42,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=61",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=62",16,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=63",17,0,4,0
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=64",5,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=65",316,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=66",5,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=67",35,0,2,0
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=68",19,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=69",6,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=70",7,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=71",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=72",6,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=73",31,0,6,0
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=74",8,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=75",20,0,2,0
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=76",19,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=77",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=78",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=79",14,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=80",9,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=81",5,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=82",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=83",8,0,1,1
